product_id,product_name,category,subcategory,cost_price,profit,selling_price
P00411,Cycling Gloves,Sports,Cycling,10234,2722.7,12956.7
P00412,Laundry Basket,Home,Storage,3294,810.73,4104.73
P00413,Conditioner,Beauty,Haircare,1233,398.21,1631.21
P00414,Bomber Jacket,Clothing,Jacket,3453,1077.2,4530.2
P00415,Table Lamp,Home,Decor,5872,1901.94,7773.94
P00416,iPad Air,Electronics,Tablet,39794,4424.87,44218.87
P00417,Skipping Rope,Sports,Gym,908,274.11,1182.11
P00418,Amazfit GTR 4,Electronics,Smartwatch,13011,2726.3,15737.3
P00419,Helmet,Sports,Cycling,11200,3704.09,14904.09
P00420,Hair Oil,Beauty,Haircare,1699,484.86,2183.86
P00421,Face Razor,Beauty,Personal Care,1697,502.77,2199.77
P00422,Lipstick,Beauty,Makeup,2211,723.13,2934.13
P00423,Fitbit Sense 2,Electronics,Smartwatch,18828,6512.58,25340.58
P00424,Shoe Rack,Home,Storage,1471,328.29,1799.29
P00425,Denim Shirt,Clothing,Shirt,2942,922.59,3864.59
P00426,Swim Cap,Sports,Swimming,2957,657.95,3614.95
P00427,Helmet,Sports,Cycling,6339,2014.64,8353.64
P00428,Cologne,Beauty,Fragrance,2851,1272.27,4123.27
P00429,Face Wash,Beauty,Skincare,2439,1089.56,3528.56
P00430,iPhone 15,Electronics,Smartphone,61723,8255.76,69978.76
P00431,Dell Inspiron 15,Electronics,Laptop,40281,8080.84,48361.84
P00432,Roll-On Perfume,Beauty,Fragrance,1008,418.16,1426.16
P00433,Formal Shirt,Clothing,Shirt,3503,1095.23,4598.23
P00434,Hair Mask,Beauty,Haircare,1589,711.32,2300.32
P00435,Body Wash,Beauty,Personal Care,186,63.85,249.85
P00436,Hair Oil,Beauty,Haircare,1818,639.42,2457.42
P00437,Comforter,Home,Bedding,5231,1630.46,6861.46
P00438,Formal Shoes,Clothing,Shoes,4562,1250.83,5812.83
P00439,Eyeliner,Beauty,Makeup,1546,582.06,2128.06
P00440,Samsung Galaxy S24,Electronics,Smartphone,43182,6780.6,49962.6
P00441,Boat Rockerz 550,Electronics,Headphones,11805,2524.51,14329.51
P00442,Dell Inspiron 15,Electronics,Laptop,54964,9621.27,64585.27
P00443,Oversized T-Shirt,Clothing,T-Shirt,2016,774.26,2790.26
P00444,Goalkeeper Gloves,Sports,Football,921,218.74,1139.74
P00445,Wooden Chair,Home,Furniture,7583,2335.71,9918.71
P00446,Football,Sports,Football,4097,1394.3,5491.3
P00447,Swimming Fins,Sports,Swimming,3759,1031.5,4790.5
P00448,Garmin Venu 3,Electronics,Smartwatch,19990,6586.22,26576.22
P00449,Cricket Ball,Sports,Cricket,2696,811.52,3507.52
P00450,Roll-On Perfume,Beauty,Fragrance,505,195.06,700.06
P00451,Denim Shirt,Clothing,Shirt,1269,295.59,1564.59
P00452,Yoga Mat,Sports,Gym,3978,1184.17,5162.17
P00453,Kickboard,Sports,Swimming,2868,827.57,3695.57
P00454,Bootcut Jeans,Clothing,Jeans,2004,620.02,2624.02
P00455,Mixer Grinder,Home,Kitchen,6995,2065.57,9060.57
P00456,JBL Tune 770NC,Electronics,Headphones,7343,2760.7,10103.7
P00457,Wall Clock,Home,Decor,3581,1247.87,4828.87
P00458,Straight Fit Jeans,Clothing,Jeans,2859,895.57,3754.57
P00459,Helmet,Sports,Cycling,4149,1339.27,5488.27
P00460,Cricket Bat,Sports,Cricket,3989,1203.62,5192.62
P00461,Resistance Bands,Sports,Gym,4195,1260.22,5455.22
P00462,Mattress Protector,Home,Bedding,5951,1801.68,7752.68
P00463,Oversized T-Shirt,Clothing,T-Shirt,1792,359.07,2151.07
P00464,Eyeliner,Beauty,Makeup,487,184.49,671.49
P00465,Cricket Helmet,Sports,Cricket,3792,1055.94,4847.94
P00466,Eyeliner,Beauty,Makeup,2883,1024.31,3907.31
P00467,Photo Frame,Home,Decor,4655,1230.88,5885.88
P00468,Puffer Jacket,Clothing,Jacket,2041,849.86,2890.86
P00469,Roll-On Perfume,Beauty,Fragrance,681,233.83,914.83
P00470,Samsung Galaxy S24,Electronics,Smartphone,45598,7282.46,52880.46
P00471,Formal Shoes,Clothing,Shoes,2326,883.19,3209.19
P00472,Swimming Goggles,Sports,Swimming,2848,841.96,3689.96
P00473,Skipping Rope,Sports,Gym,374,130.15,504.15
P00474,Plastic Storage Box,Home,Storage,1299,265.43,1564.43
P00475,Canvas Painting,Home,Decor,4196,1330.81,5526.81
P00476,Sunscreen,Beauty,Skincare,2100,935.86,3035.86
P00477,Round Neck T-Shirt,Clothing,T-Shirt,1221,457.32,1678.32
P00478,Toothbrush,Beauty,Personal Care,148,42.48,190.48
P00479,Body Mist,Beauty,Fragrance,887,383.17,1270.17
P00480,Wall Clock,Home,Decor,3339,1154.97,4493.97
P00481,Boat Rockerz 550,Electronics,Headphones,6283,1757.78,8040.78
P00482,Cricket Helmet,Sports,Cricket,7368,1206.82,8574.82
P00483,Shin Guards,Sports,Football,5398,1198.28,6596.28
P00484,Football Boots,Sports,Football,604,136.25,740.25
P00485,Amazfit GTR 4,Electronics,Smartwatch,6643,1895.57,8538.57
P00486,Oxford Shirt,Clothing,Shirt,2743,764.74,3507.74
P00487,Round Neck T-Shirt,Clothing,T-Shirt,1471,331.85,1802.85
P00488,Lipstick,Beauty,Makeup,2839,1071.84,3910.84
P00489,Samsung Galaxy Watch 7,Electronics,Smartwatch,24054,5139.78,29193.78
P00490,Lenovo Tab P12,Electronics,Tablet,32360,7832.91,40192.91
P00491,Stumps,Sports,Cricket,924,142.67,1066.67
P00492,Body Mist,Beauty,Fragrance,3314,1533.24,4847.24
P00493,Nothing Phone 3,Electronics,Smartphone,45340,12460.57,57800.57
P00494,Wall Clock,Home,Decor,4169,1291.42,5460.42
P00495,Mixer Grinder,Home,Kitchen,14140,2519.63,16659.63
P00496,Dell Inspiron 15,Electronics,Laptop,20097,6479.22,26576.22
P00497,Puffer Jacket,Clothing,Jacket,1843,695.54,2538.54
P00498,Yoga Mat,Sports,Gym,910,191.46,1101.46
P00499,Amazfit GTR 4,Electronics,Smartwatch,13369,3156.91,16525.91
P00500,Swimming Fins,Sports,Swimming,3051,727.13,3778.13
P00501,Moisturizer,Beauty,Skincare,1080,277.34,1357.34
P00502,Xiaomi Pad 6,Electronics,Tablet,33648,5336.88,38984.88
P00503,Running Shoes,Clothing,Shoes,3426,919.8,4345.8
P00504,Bomber Jacket,Clothing,Jacket,6374,1662.04,8036.04
P00505,Pillow,Home,Bedding,6116,1701.42,7817.42
P00506,Moisturizer,Beauty,Skincare,667,259.77,926.77
P00507,Canvas Painting,Home,Decor,758,287.61,1045.61
P00508,Denim Shirt,Clothing,Shirt,3700,770.88,4470.88
P00509,Roll-On Perfume,Beauty,Fragrance,862,310.39,1172.39
P00510,Denim Shirt,Clothing,Shirt,2430,792.91,3222.91
P00511,Fitbit Sense 2,Electronics,Smartwatch,23988,7275.12,31263.12
P00512,Pillow,Home,Bedding,1825,632.48,2457.48
P00513,Bootcut Jeans,Clothing,Jeans,2260,442.54,2702.54
P00514,Cricket Helmet,Sports,Cricket,5525,1060.53,6585.53
P00515,Hair Mask,Beauty,Haircare,414,171.32,585.32
P00516,Photo Frame,Home,Decor,3490,1152.86,4642.86
P00517,Samsung Galaxy Watch 7,Electronics,Smartwatch,17269,5539.94,22808.94
P00518,Training Cones,Sports,Football,4231,824.29,5055.29
P00519,Garmin Venu 3,Electronics,Smartwatch,22099,7379.1,29478.1
P00520,Graphic T-Shirt,Clothing,T-Shirt,1398,461.66,1859.66
P00521,Amazfit GTR 4,Electronics,Smartwatch,22058,7134.34,29192.34
P00522,Slim Fit Jeans,Clothing,Jeans,1423,434.98,1857.98
P00523,Non-Stick Pan,Home,Kitchen,10127,1526.78,11653.78
P00524,Boat Rockerz 550,Electronics,Headphones,8144,2992.17,11136.17
P00525,Sneakers,Clothing,Shoes,5628,1159.22,6787.22
P00526,Toothbrush,Beauty,Personal Care,1777,676.54,2453.54
P00527,Google Pixel 9,Electronics,Smartphone,62939,15086.31,78025.31
P00528,Wall Clock,Home,Decor,5241,1751.26,6992.26
P00529,Straight Fit Jeans,Clothing,Jeans,3297,720.54,4017.54
P00530,Hair Oil,Beauty,Haircare,1715,703.96,2418.96
P00531,Running Shoes,Clothing,Shoes,1280,353.1,1633.1
P00532,Dining Table,Home,Furniture,27173,11621.69,38794.69
P00533,Wall Clock,Home,Decor,2831,576.4,3407.4
P00534,Xiaomi Pad 6,Electronics,Tablet,23686,4261.14,27947.14
P00535,Boots,Clothing,Shoes,3723,809.29,4532.29
P00536,OnePlus 13,Electronics,Smartphone,59192,15888.1,75080.1
P00537,Shampoo,Beauty,Haircare,190,49.33,239.33
P00538,Helmet,Sports,Cycling,9304,2613.01,11917.01
P00539,Apple Watch Series 10,Electronics,Smartwatch,22863,4250.09,27113.09
P00540,Straight Fit Jeans,Clothing,Jeans,2192,588.87,2780.87
P00541,Cologne,Beauty,Fragrance,2236,832.0,3068.0
P00542,Body Wash,Beauty,Personal Care,1568,323.84,1891.84
P00543,Casual Shirt,Clothing,Shirt,1227,538.6,1765.6
P00544,Deodorant,Beauty,Fragrance,2471,1095.81,3566.81
P00545,Samsung Galaxy Tab S9,Electronics,Tablet,39491,6575.53,46066.53
P00546,Hair Serum,Beauty,Haircare,654,255.4,909.4
P00547,Cycling Gloves,Sports,Cycling,2271,557.23,2828.23
P00548,Hair Serum,Beauty,Haircare,343,104.38,447.38
P00549,Formal Shirt,Clothing,Shirt,1610,485.81,2095.81
P00550,HP Pavilion,Electronics,Laptop,26716,6532.03,33248.03
P00551,Flower Vase,Home,Decor,3951,1161.31,5112.31
P00552,Fitbit Sense 2,Electronics,Smartwatch,6800,1943.63,8743.63
P00553,Puffer Jacket,Clothing,Jacket,7443,2517.03,9960.03
P00554,Face Wash,Beauty,Skincare,1413,647.62,2060.62
P00555,Mountain Bike,Sports,Cycling,6197,1603.07,7800.07
P00556,Moisturizer,Beauty,Skincare,1586,414.1,2000.1
P00557,Nothing Phone 3,Electronics,Smartphone,16912,3907.89,20819.89
P00558,Hair Oil,Beauty,Haircare,332,141.05,473.05
P00559,Hair Oil,Beauty,Haircare,1056,291.77,1347.77
P00560,Vitamin C Serum,Beauty,Skincare,218,76.9,294.9
P00561,Electric Trimmer,Beauty,Personal Care,1391,465.88,1856.88
P00562,Samsung Galaxy Watch 7,Electronics,Smartwatch,4987,1593.86,6580.86
P00563,Microsoft Surface Go,Electronics,Tablet,32958,3590.07,36548.07
P00564,Football Boots,Sports,Football,4433,1299.31,5732.31
P00565,AirPods Pro,Electronics,Headphones,3774,1071.02,4845.02
P00566,Cricket Bat,Sports,Cricket,831,137.98,968.98
P00567,Acer Aspire,Electronics,Laptop,40584,11334.71,51918.71
P00568,Bootcut Jeans,Clothing,Jeans,1609,463.61,2072.61
P00569,OnePlus 13,Electronics,Smartphone,29154,7297.69,36451.69
P00570,Denim Jacket,Clothing,Jacket,3128,729.73,3857.73
P00571,Wooden Chair,Home,Furniture,21850,6821.86,28671.86
P00572,Compact Powder,Beauty,Makeup,1536,586.14,2122.14
P00573,OnePlus 13,Electronics,Smartphone,22516,5508.51,28024.51
P00574,Comforter,Home,Bedding,4200,952.62,5152.62
P00575,Eyeliner,Beauty,Makeup,2189,649.8,2838.8
P00576,Loafers,Clothing,Shoes,4134,900.37,5034.37
P00577,Round Neck T-Shirt,Clothing,T-Shirt,1441,491.55,1932.55
P00578,ASUS VivoBook,Electronics,Laptop,31172,8701.6,39873.6
P00579,Face Wash,Beauty,Skincare,2010,515.29,2525.29
P00580,Shin Guards,Sports,Football,1842,438.22,2280.22
P00581,Slim Fit Jeans,Clothing,Jeans,3628,1070.66,4698.66
P00582,Eyeliner,Beauty,Makeup,1763,736.24,2499.24
P00583,Sony WH-1000XM5,Electronics,Headphones,3900,1538.18,5438.18
P00584,Relaxed Fit Jeans,Clothing,Jeans,1878,404.72,2282.72
P00585,Straight Fit Jeans,Clothing,Jeans,4334,797.33,5131.33
P00586,Hooded Jacket,Clothing,Jacket,6137,1509.76,7646.76
P00587,Shoe Rack,Home,Storage,923,181.92,1104.92
P00588,Shin Guards,Sports,Football,2816,549.1,3365.1
P00589,Running Shoes,Clothing,Shoes,3156,1182.66,4338.66
P00590,Pool Towel,Sports,Swimming,3960,1120.9,5080.9
P00591,Shoe Rack,Home,Storage,6298,1736.88,8034.88
P00592,Graphic T-Shirt,Clothing,T-Shirt,1739,594.39,2333.39
P00593,TV Cabinet,Home,Furniture,14181,5237.71,19418.71
P00594,Roll-On Perfume,Beauty,Fragrance,608,234.81,842.81
P00595,Sennheiser HD 450BT,Electronics,Headphones,8626,1984.88,10610.88
P00596,Photo Frame,Home,Decor,3670,1380.15,5050.15
P00597,Lenovo ThinkPad,Electronics,Laptop,32452,9611.1,42063.1
P00598,Swimming Goggles,Sports,Swimming,3060,861.25,3921.25
P00599,Bootcut Jeans,Clothing,Jeans,966,231.93,1197.93
P00600,Kickboard,Sports,Swimming,1910,417.76,2327.76
P00601,Sony WH-1000XM5,Electronics,Headphones,2557,529.02,3086.02
P00602,Lenovo Tab P12,Electronics,Tablet,14761,3648.15,18409.15
P00603,Helmet,Sports,Cycling,6847,1565.11,8412.11
P00604,Lenovo Tab P12,Electronics,Tablet,22991,3996.96,26987.96
P00605,Dining Table,Home,Furniture,25452,11330.84,36782.84
P00606,Comforter,Home,Bedding,6506,2016.66,8522.66
P00607,Kickboard,Sports,Swimming,3519,1229.6,4748.6
P00608,Swimming Goggles,Sports,Swimming,2784,910.49,3694.49
P00609,Relaxed Fit Jeans,Clothing,Jeans,1642,470.47,2112.47
P00610,Drawer Unit,Home,Storage,4706,1194.76,5900.76
P00611,Laundry Basket,Home,Storage,4552,873.14,5425.14
P00612,Lenovo Tab P12,Electronics,Tablet,33921,6835.87,40756.87
P00613,iPad Air,Electronics,Tablet,13363,3008.3,16371.3
P00614,Fitbit Sense 2,Electronics,Smartwatch,13959,4736.37,18695.37
P00615,Cricket Bat,Sports,Cricket,4247,1231.66,5478.66
P00616,ASUS VivoBook,Electronics,Laptop,28605,4430.91,33035.91
P00617,Relaxed Fit Jeans,Clothing,Jeans,1609,510.7,2119.7
P00618,Compact Powder,Beauty,Makeup,2430,788.57,3218.57
P00619,Office Desk,Home,Furniture,27297,7112.45,34409.45
P00620,Football Boots,Sports,Football,1897,471.38,2368.38
P00621,Goalkeeper Gloves,Sports,Football,3351,769.82,4120.82
P00622,Hooded Jacket,Clothing,Jacket,5378,1426.28,6804.28
P00623,Fitbit Sense 2,Electronics,Smartwatch,5556,1202.8,6758.8
P00624,Formal Shirt,Clothing,Shirt,3273,808.3,4081.3
P00625,Electric Kettle,Home,Kitchen,6575,1715.62,8290.62
P00626,Football Boots,Sports,Football,1411,326.71,1737.71
P00627,Kickboard,Sports,Swimming,1894,583.54,2477.54
P00628,Football Boots,Sports,Football,4849,1467.76,6316.76
P00629,Sony WH-1000XM5,Electronics,Headphones,9758,2152.12,11910.12
P00630,Acer Aspire,Electronics,Laptop,51897,15206.22,67103.22
P00631,HP Pavilion,Electronics,Laptop,55205,11005.93,66210.93
P00632,Amazfit GTR 4,Electronics,Smartwatch,11818,3788.16,15606.16
P00633,Slim Fit Jeans,Clothing,Jeans,1518,385.19,1903.19
P00634,JBL Tune 770NC,Electronics,Headphones,13684,3054.33,16738.33
P00635,Plastic Storage Box,Home,Storage,4699,1150.82,5849.82
P00636,Shoe Rack,Home,Storage,1034,258.46,1292.46
P00637,JBL Tune 770NC,Electronics,Headphones,7904,2649.59,10553.59
P00638,Nothing Phone 3,Electronics,Smartphone,28211,7355.41,35566.41
P00639,Swim Cap,Sports,Swimming,1312,333.26,1645.26
P00640,Batting Gloves,Sports,Cricket,3874,667.09,4541.09
P00641,Running Shoes,Clothing,Shoes,1891,670.57,2561.57
P00642,Compact Powder,Beauty,Makeup,696,211.0,907.0
P00643,Wooden Chair,Home,Furniture,22621,7195.07,29816.07
P00644,Sennheiser HD 450BT,Electronics,Headphones,12070,3881.11,15951.11
P00645,Bookshelf,Home,Furniture,17609,6766.68,24375.68
P00646,Water Bottle Cage,Sports,Cycling,2039,614.24,2653.24
P00647,Sennheiser HD 450BT,Electronics,Headphones,13515,2819.25,16334.25
P00648,Face Wash,Beauty,Skincare,317,141.22,458.22
P00649,Cologne,Beauty,Fragrance,807,250.55,1057.55
P00650,Bookshelf,Home,Furniture,7493,2273.46,9766.46
P00651,iPad Air,Electronics,Tablet,38427,7273.07,45700.07
P00652,Shampoo,Beauty,Haircare,889,229.66,1118.66
P00653,Bookshelf,Home,Furniture,7214,2838.69,10052.69
P00654,AirPods Pro,Electronics,Headphones,8091,1821.37,9912.37
P00655,Mascara,Beauty,Makeup,2522,961.97,3483.97
P00656,Shoe Rack,Home,Storage,5560,1478.8,7038.8
P00657,Bedsheet,Home,Bedding,4409,1221.34,5630.34
P00658,Puffer Jacket,Clothing,Jacket,2472,1025.48,3497.48
P00659,Linen Shirt,Clothing,Shirt,3323,1315.24,4638.24
P00660,Garmin Venu 3,Electronics,Smartwatch,16903,3231.31,20134.31
P00661,Samsung Galaxy Watch 7,Electronics,Smartwatch,23660,7265.17,30925.17
P00662,Shin Guards,Sports,Football,5623,1913.3,7536.3
P00663,Body Mist,Beauty,Fragrance,3464,1352.08,4816.08
P00664,Google Pixel 9,Electronics,Smartphone,58169,9030.73,67199.73
P00665,Office Desk,Home,Furniture,18384,7267.76,25651.76
P00666,Hair Oil,Beauty,Haircare,610,251.46,861.46
P00667,Bike Pump,Sports,Cycling,10182,3234.58,13416.58
P00668,Mountain Bike,Sports,Cycling,4106,781.4,4887.4
P00669,Mixer Grinder,Home,Kitchen,11244,2804.96,14048.96
P00670,iPad Air,Electronics,Tablet,21185,3077.92,24262.92
P00671,Wardrobe Organizer,Home,Storage,6477,1045.62,7522.62
P00672,Microwave Oven,Home,Kitchen,12486,1982.53,14468.53
P00673,Cologne,Beauty,Fragrance,869,400.53,1269.53
P00674,Denim Jacket,Clothing,Jacket,3046,908.84,3954.84
P00675,Cricket Helmet,Sports,Cricket,2390,596.66,2986.66
P00676,Polo T-Shirt,Clothing,T-Shirt,1655,416.91,2071.91
P00677,Lenovo ThinkPad,Electronics,Laptop,58870,9690.96,68560.96
P00678,Electric Kettle,Home,Kitchen,1619,499.49,2118.49
P00679,Denim Jacket,Clothing,Jacket,2796,1152.03,3948.03
P00680,Lipstick,Beauty,Makeup,1570,468.74,2038.74
P00681,Bedsheet,Home,Bedding,5858,1832.55,7690.55
P00682,Training Cones,Sports,Football,485,137.02,622.02
P00683,Eyeliner,Beauty,Makeup,1936,571.89,2507.89
P00684,Goalkeeper Gloves,Sports,Football,2617,614.17,3231.17
P00685,Canvas Painting,Home,Decor,3436,963.98,4399.98
P00686,Pool Towel,Sports,Swimming,409,137.1,546.1
P00687,Round Neck T-Shirt,Clothing,T-Shirt,2476,517.44,2993.44
P00688,Sunscreen,Beauty,Skincare,1179,321.49,1500.49
P00689,Slim Fit Jeans,Clothing,Jeans,4130,1148.6,5278.6
P00690,Acer Aspire,Electronics,Laptop,24956,6558.81,31514.81
P00691,V-Neck T-Shirt,Clothing,T-Shirt,2461,936.28,3397.28
P00692,Laundry Basket,Home,Storage,4499,693.42,5192.42
P00693,Slim Fit Jeans,Clothing,Jeans,4900,1072.5,5972.5
P00694,Samsung Galaxy S24,Electronics,Smartphone,46540,7468.75,54008.75
P00695,Kickboard,Sports,Swimming,3271,938.82,4209.82
P00696,Sneakers,Clothing,Shoes,4954,1242.71,6196.71
P00697,Training Cones,Sports,Football,4900,1517.67,6417.67
P00698,Blanket,Home,Bedding,3375,724.81,4099.81
P00699,Xiaomi Pad 6,Electronics,Tablet,21757,2407.93,24164.93
P00700,Goalkeeper Gloves,Sports,Football,2868,740.52,3608.52
P00701,Puffer Jacket,Clothing,Jacket,6589,2469.43,9058.43
P00702,Comforter,Home,Bedding,989,325.28,1314.28
P00703,Cologne,Beauty,Fragrance,830,288.8,1118.8
P00704,Face Wash,Beauty,Skincare,899,342.18,1241.18
P00705,Moisturizer,Beauty,Skincare,1838,599.28,2437.28
P00706,Roll-On Perfume,Beauty,Fragrance,633,158.48,791.48
P00707,Cycling Gloves,Sports,Cycling,4609,1402.95,6011.95
P00708,Stumps,Sports,Cricket,6528,1530.98,8058.98
P00709,Plastic Storage Box,Home,Storage,1935,527.32,2462.32
P00710,Xiaomi Pad 6,Electronics,Tablet,21814,2902.86,24716.86
P00711,Body Wash,Beauty,Personal Care,371,80.02,451.02
P00712,Non-Stick Pan,Home,Kitchen,13541,3612.12,17153.12
P00713,Polo T-Shirt,Clothing,T-Shirt,1883,488.28,2371.28
P00714,Microsoft Surface Go,Electronics,Tablet,21108,2435.39,23543.39
P00715,Google Pixel 9,Electronics,Smartphone,24067,7100.62,31167.62
P00716,Wall Clock,Home,Decor,1506,510.41,2016.41
P00717,Face Wash,Beauty,Skincare,962,252.98,1214.98
P00718,Amazfit GTR 4,Electronics,Smartwatch,13523,2795.82,16318.82
P00719,OnePlus 13,Electronics,Smartphone,30287,6698.67,36985.67
P00720,Google Pixel 9,Electronics,Smartphone,21689,3239.17,24928.17
P00721,Football,Sports,Football,5346,1673.13,7019.13
P00722,Polo T-Shirt,Clothing,T-Shirt,1593,587.27,2180.27
P00723,Kettlebell,Sports,Gym,4222,1440.71,5662.71
P00724,Google Pixel 9,Electronics,Smartphone,30624,5377.27,36001.27
P00725,Hair Oil,Beauty,Haircare,1040,442.9,1482.9
P00726,Boat Rockerz 550,Electronics,Headphones,12667,3268.2,15935.2
P00727,Oxford Shirt,Clothing,Shirt,1339,351.64,1690.64
P00728,Round Neck T-Shirt,Clothing,T-Shirt,1533,382.49,1915.49
P00729,Cricket Bat,Sports,Cricket,5631,1168.58,6799.58
P00730,Bomber Jacket,Clothing,Jacket,1639,564.24,2203.24
P00731,Apple Watch Series 10,Electronics,Smartwatch,10043,2498.39,12541.39
P00732,Casual Shirt,Clothing,Shirt,518,191.34,709.34
P00733,V-Neck T-Shirt,Clothing,T-Shirt,1464,522.61,1986.61
P00734,Puffer Jacket,Clothing,Jacket,7411,2039.98,9450.98
P00735,Wooden Chair,Home,Furniture,28991,6287.44,35278.44
P00736,Foundation,Beauty,Makeup,2669,1105.33,3774.33
P00737,Eau de Parfum,Beauty,Fragrance,2238,665.7,2903.7
P00738,Cricket Bat,Sports,Cricket,4302,1092.45,5394.45
P00739,Straight Fit Jeans,Clothing,Jeans,907,260.51,1167.51
P00740,Non-Stick Pan,Home,Kitchen,12558,2315.97,14873.97
P00741,Dumbbells,Sports,Gym,2495,797.92,3292.92
P00742,Yoga Mat,Sports,Gym,3149,1073.05,4222.05
P00743,Polo T-Shirt,Clothing,T-Shirt,780,260.84,1040.84
P00744,Xiaomi Pad 6,Electronics,Tablet,31562,5985.74,37547.74
P00745,Eau de Parfum,Beauty,Fragrance,2892,799.57,3691.57
P00746,Drawer Unit,Home,Storage,5557,1616.3,7173.3
P00747,Hair Serum,Beauty,Haircare,759,246.46,1005.46
P00748,Eau de Parfum,Beauty,Fragrance,3178,1100.87,4278.87
P00749,OnePlus 13,Electronics,Smartphone,12082,3532.35,15614.35
P00750,Stumps,Sports,Cricket,2593,486.73,3079.73
P00751,Dell Inspiron 15,Electronics,Laptop,38485,8290.01,46775.01
P00752,Kettlebell,Sports,Gym,4762,1198.8,5960.8
P00753,Shampoo,Beauty,Haircare,1421,420.38,1841.38
P00754,Formal Shirt,Clothing,Shirt,2717,1019.46,3736.46
P00755,Night Cream,Beauty,Skincare,350,91.88,441.88
P00756,Cricket Bat,Sports,Cricket,5985,1221.91,7206.91
P00757,Canvas Painting,Home,Decor,5541,1920.22,7461.22
P00758,Dining Table,Home,Furniture,4551,1002.53,5553.53
P00759,Non-Stick Pan,Home,Kitchen,6283,2114.49,8397.49
P00760,Conditioner,Beauty,Haircare,1019,406.15,1425.15
P00761,Straight Fit Jeans,Clothing,Jeans,3256,909.58,4165.58
P00762,OnePlus 13,Electronics,Smartphone,55803,15889.7,71692.7
P00763,Moisturizer,Beauty,Skincare,767,342.73,1109.73
P00764,Wardrobe Organizer,Home,Storage,5258,1291.85,6549.85
P00765,Blanket,Home,Bedding,6438,2183.56,8621.56
P00766,Football Boots,Sports,Football,462,106.12,568.12
P00767,Polo T-Shirt,Clothing,T-Shirt,1528,397.6,1925.6
P00768,Hair Serum,Beauty,Haircare,972,381.6,1353.6
P00769,Wooden Chair,Home,Furniture,4637,1112.29,5749.29
P00770,Body Wash,Beauty,Personal Care,813,315.86,1128.86
P00771,Canvas Painting,Home,Decor,1302,470.24,1772.24
P00772,Boat Rockerz 550,Electronics,Headphones,13707,3956.68,17663.68
P00773,TV Cabinet,Home,Furniture,3060,882.65,3942.65
P00774,Stumps,Sports,Cricket,5930,1145.75,7075.75
P00775,Body Mist,Beauty,Fragrance,1450,545.79,1995.79
P00776,Nothing Phone 3,Electronics,Smartphone,51740,9866.38,61606.38
P00777,Bomber Jacket,Clothing,Jacket,2161,700.86,2861.86
P00778,Foundation,Beauty,Makeup,2423,949.22,3372.22
P00779,Formal Shirt,Clothing,Shirt,1808,569.15,2377.15
P00780,Cologne,Beauty,Fragrance,1674,728.45,2402.45
P00781,Compact Powder,Beauty,Makeup,945,357.1,1302.1
P00782,Google Pixel 9,Electronics,Smartphone,43135,12093.07,55228.07
P00783,Electric Kettle,Home,Kitchen,9306,1809.76,11115.76
P00784,ASUS VivoBook,Electronics,Laptop,46829,8587.79,55416.79
P00785,Formal Shoes,Clothing,Shoes,1136,312.22,1448.22
P00786,Lenovo Tab P12,Electronics,Tablet,24665,3990.3,28655.3
P00787,TV Cabinet,Home,Furniture,28521,8039.73,36560.73
P00788,Moisturizer,Beauty,Skincare,292,111.87,403.87
P00789,Night Cream,Beauty,Skincare,1031,498.26,1529.26
P00790,TV Cabinet,Home,Furniture,28924,11315.08,40239.08
P00791,Polo T-Shirt,Clothing,T-Shirt,1426,404.78,1830.78
P00792,Google Pixel 9,Electronics,Smartphone,69594,14292.23,83886.23
P00793,Hand Cream,Beauty,Personal Care,515,176.61,691.61
P00794,Sony WH-1000XM5,Electronics,Headphones,4679,1640.12,6319.12
P00795,Face Wash,Beauty,Skincare,1587,529.12,2116.12
P00796,Garmin Venu 3,Electronics,Smartwatch,21042,6845.92,27887.92
P00797,Hair Oil,Beauty,Haircare,691,262.27,953.27
P00798,Table Lamp,Home,Decor,4307,897.57,5204.57
P00799,Cricket Helmet,Sports,Cricket,3906,637.9,4543.9
P00800,Nothing Phone 3,Electronics,Smartphone,48945,9181.32,58126.32
P00801,Cologne,Beauty,Fragrance,884,230.47,1114.47
P00802,Relaxed Fit Jeans,Clothing,Jeans,905,220.21,1125.21
P00803,Formal Shoes,Clothing,Shoes,3890,1237.84,5127.84
P00804,Relaxed Fit Jeans,Clothing,Jeans,1597,467.1,2064.1
P00805,OnePlus 13,Electronics,Smartphone,12670,3355.13,16025.13
P00806,Vitamin C Serum,Beauty,Skincare,1359,484.51,1843.51
P00807,Shoe Rack,Home,Storage,2653,717.5,3370.5
P00808,Bedsheet,Home,Bedding,4126,1213.44,5339.44
P00809,Kickboard,Sports,Swimming,982,293.98,1275.98
P00810,Swim Cap,Sports,Swimming,2848,679.92,3527.92
P00811,Denim Jacket,Clothing,Jacket,2303,899.36,3202.36
P00812,Eyeliner,Beauty,Makeup,2005,607.5,2612.5
P00813,Slim Fit Jeans,Clothing,Jeans,1654,539.96,2193.96
P00814,Shin Guards,Sports,Football,4890,1036.42,5926.42
P00815,Dell Inspiron 15,Electronics,Laptop,26539,6336.77,32875.77
P00816,Wooden Chair,Home,Furniture,7334,2634.3,9968.3
P00817,Leather Jacket,Clothing,Jacket,7611,1965.05,9576.05
